E3 Ligase,InChI Key,Smiles,source,id
VHL,GHFOLQCCYGBOTL-QDVBFIRISA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Literature,lit_119
VHL,JAHUHEDUDMTTTF-IVENEQQZSA-N,CC(=O)N[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2scnc2C)cc1)C(C)(C)C,Literature,lit_120
VHL,NDVQUNZCNAMROD-VWPQPMDRSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@H](NC(=O)C2(C#N)CC2)C(C)(C)C)cc1,Literature,lit_121
VHL,OKBLHQUBMCCFKE-LVCYWYKZSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(O)c1,Literature,lit_122
RNF114,JZIQWNPPBKFOPT-MOMZMNLWSA-N,COC(=O)C[C@@H]1[C@@]2(C)C(=O)C=C[C@@]3(C)C(=O)O[C@H](C32)[C@H]2O[C@@H]3C[C@@H](c4ccoc4)C(C)=C3[C@]21C,Literature,lit_123
CIAP1,WGNKTWBIPBOGLO-ILXRZTDVSA-N,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1,Literature,lit_124
CIAP1,WXXGFNCJBKSHFH-ILXRZTDVSA-N,CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1,Literature,lit_125
CIAP1,VEPDXWLWVHAIMM-HNNXBMFYSA-N,CNC(=O)[C@H](CC(C)C)NC(=O)CCCc1ccccc1,Literature,lit_126
IAP,UFPFGVNKHCLJJO-SSKFGXFMSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,Literature,lit_127
IAP,RTRQETUGZWAKHP-BRVVMQMESA-N,CN[C@H](C)C(=O)N[C@@H]1CCO[C@@H]2CC(C)(C)[C@H](C(=O)N[C@@H]3CCCc4cc(O)ccc43)N2C1=O,Literature,lit_128
VHL,JYRTWGCWUBURGU-MSSRUXLCSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_1
VHL,XXTZLIAFLLLNOR-USAYTKQKSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(Cl)cc1,Patent,evo_3
VHL,PAQNZLPEBCDUAS-GBEOHXTHSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C#N)cc1,Patent,evo_4
VHL,HKHAXAIFCJGIAC-PWGAQZMISA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)C)cc1,Patent,evo_5
VHL,ZIYGIEKUHVGSSH-SOLBZPMBSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,Patent,evo_6
VHL,DFZZHVOCCNKPIF-PNQHFFRLSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)cc1,Patent,evo_7
VHL,NINAGCCYNZAPDZ-MSSRUXLCSA-N,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_8
VHL,XGGNSSJZVCLOEL-ILOWUWAQSA-N,CC(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1,Patent,evo_9
VHL,DCCDOFDTQDWILH-PWGAQZMISA-N,Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)C)cc1,Patent,evo_10
VHL,XTVIKYLXJOPRRK-DIWPWVMZSA-N,Cn1nccc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_11
VHL,UMFOLFVTFVQECV-VTZPFEBOSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3ccc(F)cc3C2=O)c(O)c1,Patent,evo_13
VHL,HUGVIUVSXCHLRQ-UMFSSWHCSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2Cc3cccc(C#N)c3C2=O)c(O)c1,Patent,evo_14
VHL,XZNQMIHTEGTBFF-UUZHKXTQSA-N,Cc1ncoc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_15
VHL,IVUNQWBSOHEVAB-ZIFCJYIRSA-N,Cn1cncc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_16
VHL,WPJWINBLJOQEMC-HLLBOEOZSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ocnc2Cl)cc1,Patent,evo_17
VHL,CYOGFTXWHHTZGY-SOLBZPMBSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)cc1,Patent,evo_18
VHL,MWLRWZWWAFFHRK-WITVHBPWSA-N,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2cnco2)cc1,Patent,evo_19
VHL,JOSFQWNOUSNZBP-NJOALTMESA-N,Cc1ncsc1-c1ccc([C@@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_20
VHL,FYJZNOIOKOOUSF-XDIPAPSNSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](OC(C)(C)C)CN2C(=O)[C@H](C(C)C)N2Cc3ccccc3C2=O)c(O)c1,Patent,evo_21
VHL,ZLOXMSNKPDWMEF-JENIJYKNSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_22
VHL,STUOLYLKGJYHJO-KTIWRFAQSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N2Cc3ccccc3C2=O)C(C)(C)C)cc1,Patent,evo_23
VHL,CUHVZPHLQIBKHX-LVCYWYKZSA-N,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O)C(C)(C)C,Patent,evo_25
VHL,OWDMZVBQEAYYGC-KGVIQGDOSA-N,CCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O)C(C)(C)C,Patent,evo_26
VHL,CKDCPANMAAZQBI-DYXWJJEUSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C(C)(C)C)C(C)C)c(O)c1,Patent,evo_27
VHL,LPLIIZQWLRYRDD-CVEARBPZSA-N,CC(=O)NCC(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O,Patent,evo_28
VHL,VBICUNXUUDPJSO-VUCTXSBTSA-N,CC(=O)N[C@@H](C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O,Patent,evo_29
VHL,QZZATVFMZWYCIB-SQNIBIBYSA-N,CC[C@H](NC(C)=O)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O,Patent,evo_30
VHL,KEXOKXAXQBXQMY-HBFSDRIKSA-N,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O)C(C)C,Patent,evo_31
VHL,WLSYNOFMZATAIO-CBQOVEMMSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)N2CC(O)=CC2=O)cc1,Patent,evo_32
VHL,DHBGHLIASMGNJY-RPVQJOFSSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)c(F)c1,Patent,evo_33
VHL,VKYSAVIEFMSFKO-QYZOEREBSA-N,CCC[C@H](NC(C)=O)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1O,Patent,evo_34
VHL,KWVTWWDMLUYGKK-UWWQBHOKSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)cc1F,Patent,evo_38
VHL,RNVFCSNEUHWRIE-HLLBOEOZSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ocnc2F)cc1,Patent,evo_40
VHL,KVSRKQMXFDHWIR-URVUXULASA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cccc(O)c2=O)cc1,Patent,evo_41
VHL,XPKFUAZRQFZXRY-PDYHCXRVSA-N,CC(C)(C)C(N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ccccc2)cc1,Patent,evo_42
VHL,UALYPNPCUPXNKT-LVCYWYKZSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C2CC2)cc1,Patent,evo_43
VHL,RTWUUQDUBLPABC-FUHIMQAGSA-N,CCOC(=O)c1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_44
VHL,GRBSPIANIVDBRZ-IMFGXOCKSA-N,CCc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_45
VHL,QHKUBBDZDPXDKV-YWASFDNLSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cc(O)cn2)cc1,Patent,evo_46
VHL,QHKUBBDZDPXDKV-IOYVRGJCSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(O)cn2)cc1,Patent,evo_47
VHL,NPVNDELIWPNRTG-XSLZUNGDSA-N,Cc1nccn1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(O)cn2)nc1,Patent,evo_48
VHL,DIANRCQPTZQDDS-QUUBWDHISA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cc(O)cn2)nc1,Patent,evo_49
VHL,NQJOSTRGTVDQED-WEFJBSGNSA-N,Cc1nccn1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_50
VHL,DIANRCQPTZQDDS-ITNCUTESSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(O)cn2)nc1,Patent,evo_51
VHL,UTNMMAXDIDJUHO-YZGWKJHDSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C(C)C)n2cc(O)cn2)nc1,Patent,evo_52
VHL,XSHKCRIBLHEFPQ-MJFFMMMISA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)nc1,Patent,evo_53
VHL,YVNAVEGFYPGDCV-NNMXDRDESA-N,Cc1cc([C@H](C(=O)N2C[C@@H](O)C[C@@H]2C(=O)NCc2ccc(-c3scnc3C)cc2O)C(C)C)on1,Patent,evo_54
VHL,RBTHXADGWUPXEF-RVKKMQEKSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(N2CCCC2=O)nc1,Patent,evo_55
VHL,UOMDZQZTGHIBLZ-SOLBZPMBSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)nc1,Patent,evo_56
VHL,JOSFQWNOUSNZBP-QXVOPTETSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(N)C(C)(C)C)cc1,Patent,evo_57
VHL,BPOBJYYVZJUKDD-IJEWVQPXSA-N,CN(C)c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cn1,Patent,evo_58
VHL,BYTDDQXCKOPCKG-KLIQENQMSA-N,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2nccn2C)cc1,Patent,evo_59
VHL,JOSFQWNOUSNZBP-VPPCCHSQSA-N,Cc1ncsc1-c1ccc([C@@H](C)NC(=O)[C@H]2C[C@H](O)CN2C(=O)C(N)C(C)(C)C)cc1,Patent,evo_60
VHL,JOSFQWNOUSNZBP-DOFJYSBOSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_61
VHL,IAGXCBSLIAZEEB-IYARXBQZSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)[C@@H](N)CCCCN)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_62
VHL,ZIEDOJRESXXTBP-OJSYQWSKSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)C3CCCN3)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_63
VHL,VLNJFOYTKKJMKR-KAOQSXJYSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)C(C)C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_64
VHL,YCOIWECYCASSOQ-KEGWAMKXSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)[C@@H](N)C(C)C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_65
VHL,ZCFYUUIDPPYJJK-HOUBMWHVSA-N,Cc1ncsc1-c1ccc([C@H](CN2CCCC2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_66
VHL,ZCFYUUIDPPYJJK-PIATZUFCSA-N,Cc1ncsc1-c1ccc([C@@H](CN2CCCC2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_67
VHL,UYPQVWJTJWLCAA-GBOKIENMSA-N,Cc1ncsc1-c1ccc(C(C)NC(=O)[C@@H]2C[C@@H](OC(=O)CN)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_68
VHL,SYJDIUWNPQJGBS-ZERUQHPESA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](OC(=O)C(C)C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_69
VHL,KOMNDJXEODJKQR-ZWMFWDAFSA-N,CC(=O)O[C@@H]1CC(C(=O)N[C@@H](C)c2ccc(-c3scnc3C)cc2)N(C(=O)C(N)C(C)(C)C)C1,Patent,evo_70
VHL,OHTIUORVAUBDOO-FCIYXJNOSA-N,Cc1ncsc1-c1ccc([C@H](CN(C)C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_71
VHL,OHTIUORVAUBDOO-XWSHUIEDSA-N,Cc1ncsc1-c1ccc([C@@H](CN(C)C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_72
VHL,VYDOZIDNZVXJMO-FTEYMNFISA-N,Cc1ncsc1-c1ccc([C@@H](CN)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_73
VHL,VYDOZIDNZVXJMO-DOADOZAASA-N,Cc1ncsc1-c1ccc([C@H](CN)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_74
VHL,JOSFQWNOUSNZBP-RDOJZNBBSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_75
VHL,JOSFQWNOUSNZBP-HKVPTBLXSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_76
VHL,FXONJGNEGMPMGM-UZMBMHPJSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](OC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)C(C)C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_77
VHL,XKNFZSMWTLGOJA-BESBDSHLSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](OC(=O)[C@@H](N)C(C)C)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_78
VHL,NTJBVYZYUXUYSC-HSALFYBXSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C2=CCNCC2)cc1,Patent,evo_79
VHL,VRMUCQLRLUEZGB-RVKKMQEKSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C(=O)O)cc1,Patent,evo_80
VHL,QVFYCAUAHGSYHK-HLLBOEOZSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2N)cc1,Patent,evo_81
VHL,JVGHBUPXSWTSFK-OWCLPIDISA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ncns2)cc1,Patent,evo_82
VHL,NMEUHPVSVBZECZ-OWCLPIDISA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-n2cnnn2)cc1,Patent,evo_83
VHL,WGGCVTJGDGBCPI-YTPLPTRZSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)CC1C(=O)NCc1ccc(-n2ncnn2)cc1,Patent,evo_84
VHL,PUENYUKHYNOMEP-HRDYMLBCSA-N,CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C,Patent,evo_85
VHL,YSCPGSZUHMZOQB-LQDSCVQESA-N,CNCC(NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2scnc2C)cc1,Patent,evo_86
VHL,UHTOUVDAKTWQAQ-GJMOJQLCSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,Patent,evo_87
VHL,HLQWZWOBPWGJEA-HLLBOEOZSA-N,COc1cc(C#N)ccc1CNC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C,Patent,evo_88
VHL,BFFGAXVGKVUOFO-OWCLPIDISA-N,CNC(=O)c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_89
VHL,DEUWOPHYFVJNFH-QLFBSQMISA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C(=O)O)cc1,Patent,evo_90
VHL,YSCPGSZUHMZOQB-XODKDNOYSA-N,CNC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2scnc2C)cc1,Patent,evo_91
VHL,BMAHTONSXMPXKM-UWWQBHOKSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cn1,Patent,evo_92
VHL,ZAHAQFXNYHCJQO-HRDYMLBCSA-N,COC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C,Patent,evo_93
VHL,FWEGLFNELNYWRB-PMPSAXMXSA-N,CC(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C#N)cc1,Patent,evo_94
VHL,XVSJKGQSXKWEGE-HHXXYDBFSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C#N)cc1,Patent,evo_95
VHL,AUZPBFRTAFYCQX-VNQPRFMTSA-N,COc1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_96
VHL,XVKZQPQAMAMIGL-QLFBSQMISA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C#N)nc1,Patent,evo_97
VHL,NLJSNITXPRCZGG-IXDOHACOSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-n2ccnn2)cc1,Patent,evo_98
VHL,VPXFEGWDODVYQX-IXDOHACOSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-n2nccn2)cc1,Patent,evo_99
VHL,FWAZCQKTEPRRGJ-WSTZPKSXSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-n2ccccc2=O)cc1,Patent,evo_100
VHL,LTLXMYYOEHULMC-IXDOHACOSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-n2cncn2)cc1,Patent,evo_101
VHL,MXUNUINNTHVQBA-NZSAHSFTSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cccnn2)cc1,Patent,evo_102
VHL,VIELMBZOGLDYPC-NZSAHSFTSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnccn2)cc1,Patent,evo_103
VHL,AUKSREBCQMTIHW-NZSAHSFTSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ccncn2)cc1,Patent,evo_104
VHL,OYGXHTWENQMJIG-CEXWTWQISA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cncnc2)cc1,Patent,evo_105
VHL,IHYPAMNDFYQAGF-FGTMMUONSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ncccn2)cc1,Patent,evo_106
VHL,GSSOIPIDYOWGTJ-YZGWKJHDSA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2ccccn2)cc1,Patent,evo_107
VHL,WKQSYNNMVAPWLG-QLFBSQMISA-N,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(C#N)cn1,Patent,evo_109
VHL,PQPARGPFNUJMHK-SVFBPWRDSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C(=O)OC(C)(C)C)cc1,Patent,evo_111
VHL,UWBQDISDRGECRV-SOLBZPMBSA-N,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C(=O)O)cc1,Patent,evo_112
VHL,PVLNEYUQLYYTQP-LVCYWYKZSA-N,CC(C)c1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_113
VHL,VUMOJZKISPENMM-GNXJLENFSA-N,CC(C)(C)C(N)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(B(O)O)cc1,Patent,evo_115
VHL,BJLOHLOOTYLORA-KLIQENQMSA-N,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-n2cccn2)cc1,Patent,evo_116
VHL,JVFZLETYDGVHQR-NKKGCODLSA-N,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2ncon2)cc1,Patent,evo_117
VHL,HLEIDJHKRAFUAV-NKKGCODLSA-N,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](N)C(C)(C)C)c1ccc(-c2nncs2)cc1,Patent,evo_118
VHL,JOSFQWNOUSNZBP-IHQKORJYSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_120
VHL,CQYLEQAJTWATCX-URAQARLQSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](c2cc(O)no2)C(C)C)cc1,Patent,evo_121
VHL,XJVCAIIBXCEFSX-WZSTZAKJSA-N,Cc1ncsc1-c1ccc([C@H](C)CC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,Patent,evo_122
VHL,JIFXLMPDDYJEHV-AMCALKGKSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](c2oncc2O)C(C)C)cc1,Patent,evo_123
VHL,BYEJCYYWENJQBU-WCZKCCPMSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(-c3ccnc(O)c3)cn2)cc1,Patent,evo_124
VHL,SRAGWUPEVFPONS-OCBYVMFOSA-N,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(-c3ccnc(N4CCCC4)c3)cn2)cc1,Patent,evo_125
VHL,UODOLLCQWZQKDJ-KJWPAHLWSA-N,CC(C)[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cncs2)cc1O)N1Cc2ccccc2C1=O,Patent,evo_126
VHL,XLUIXLZZKVLRNA-RLLQIKCJSA-N,CC(C)(C)[C@H](CC(=O)CO)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2cnco2)cc1,Patent,evo_127
